,OBJECTID,CATEGORIA,NOMBRE,ABREVIADO,SUBCATEGORIA,PROPIETARIO,ID_DISTRITO,SHAPE
239,246,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484820.9184999997, 1100582.9326000009], [484821.3973000003, 1100577.8310000002], [484817.07600000035, 1100577.4309], [484817.1760999998, 1100576.0604999997], [484817.49619999994, 1100571.7292], [484821.58779999986, 1100516.3028999995], [484817.7467, 1100515.9826999996], [484818.17679999955, 1100510.1209999993], [484809.28419999965, 1100509.2007], [484808.9940999998, 1100512.1115000006], [484805.9731999999, 1100511.8114], [484805.1529000001, 1100523.0046999995], [484802.0516999997, 1100565.2872000001], [484801.7715999996, 1100569.1183000002], [484801.6514999997, 1100570.8088000007], [484801.41139999963, 1100573.979699999], [484800.26099999994, 1100589.8044000007], [484809.22360000014, 1100590.5946999993], [484809.08359999955, 1100592.8753999993], [484811.50430000015, 1100593.0654000007], [484819.9068, 1100593.7357], [484820.9184999997, 1100582.9326000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
240,247,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484820.9184999997, 1100582.9326000009], [484819.9068, 1100593.7357], [484811.50430000015, 1100593.0654000007], [484811.3742000004, 1100595.3761], [484827.7189999996, 1100596.6165999994], [484828.86950000003, 1100583.5127000008], [484820.9184999997, 1100582.9326000009]], [[484827.5991000002, 1100589.1843999997], [484826.5887000002, 1100592.5154], [484823.1776999999, 1100593.455600001], [484820.80709999986, 1100590.7148000002], [484822.09750000015, 1100587.3237999994], [484825.28839999996, 1100586.6336000003], [484827.5991000002, 1100589.1843999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
241,248,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484798.83050000016, 1100602.5681999996], [484795.33949999977, 1100602.3881], [484794.86930000037, 1100607.9397], [484798.33029999956, 1100608.1197999995], [484798.83050000016, 1100602.5681999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
242,249,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484817.1760999998, 1100576.0604999997], [484817.07600000035, 1100577.4309], [484821.3973000003, 1100577.8310000002], [484820.9184999997, 1100582.9326000009], [484828.86950000003, 1100583.5127000008], [484827.7189999996, 1100596.6165999994], [484811.3742000004, 1100595.3761], [484811.0340999998, 1100601.1378000006], [484831.04000000004, 1100602.6684000008], [484836.4115000004, 1100608.5502000004], [484838.6024000002, 1100577.7010999992], [484817.1760999998, 1100576.0604999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
243,250,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484865.5401999997, 1100599.1975999996], [484865.24010000005, 1100603.2588], [484866.50040000025, 1100603.3388], [484866.1303000003, 1100608.5803999994], [484876.9035, 1100609.2807], [484878.2340000002, 1100591.795499999], [484867.52080000006, 1100590.9651999995], [484866.85059999954, 1100599.3377], [484865.5401999997, 1100599.1975999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
244,251,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484946.6741000004, 1100605.1198999994], [484946.3839999996, 1100609.0310999993], [484948.1445000004, 1100609.1210999992], [484947.7943000002, 1100613.612400001], [484947.7242999999, 1100614.4826999996], [484958.47750000004, 1100615.273], [484959.7580000004, 1100597.6977999993], [484958.3476, 1100597.5778], [484949.10479999986, 1100596.7874999996], [484948.4746000003, 1100605.25], [484946.6741000004, 1100605.1198999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
245,252,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484807.29289999977, 1100616.9223999996], [484808.87349999975, 1100595.4261000007], [484774.4534, 1100592.9251000006], [484772.7326999996, 1100614.3313999996], [484807.29289999977, 1100616.9223999996]], [[484798.83050000016, 1100602.5681999996], [484798.33029999956, 1100608.1197999995], [484794.86930000037, 1100607.9397], [484795.33949999977, 1100602.3881], [484798.83050000016, 1100602.5681999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
246,253,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484654.67789999954, 1100615.7211000007], [484652.20720000006, 1100615.551000001], [484652.0970999999, 1100617.6615999993], [484654.5577999996, 1100617.831700001], [484654.67789999954, 1100615.7211000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
247,254,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484656.62849999964, 1100615.8510999996], [484654.67789999954, 1100615.7211000007], [484654.5577999996, 1100617.831700001], [484656.46839999966, 1100617.9616999999], [484656.62849999964, 1100615.8510999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
248,255,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484656.62849999964, 1100615.8510999996], [484656.46839999966, 1100617.9616999999], [484658.82909999974, 1100618.1317999996], [484658.9992000004, 1100616.0211999994], [484656.62849999964, 1100615.8510999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
249,256,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484677.29449999984, 1100617.3016999997], [484674.04360000044, 1100617.0715999994], [484673.88350000046, 1100619.6022999994], [484677.11450000014, 1100619.8523999993], [484677.29449999984, 1100617.3016999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
250,257,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484677.29449999984, 1100617.3016999997], [484677.11450000014, 1100619.8523999993], [484682.8361999998, 1100620.2826000005], [484682.98620000016, 1100617.7018], [484677.29449999984, 1100617.3016999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
251,258,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484865.24010000005, 1100603.2588], [484865.5401999997, 1100599.1975999996], [484868.1512000002, 1100563.3871], [484847.9051999999, 1100561.8764999993], [484845.37430000026, 1100596.1865999997], [484845.0440999996, 1100600.6878999993], [484844.5739000002, 1100607.0798000004], [484846.14439999964, 1100607.0998], [484844.3837000001, 1100632.167199999], [484863.02919999976, 1100633.5077], [484865.24010000005, 1100603.2588]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
252,259,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484642.3541000001, 1100634.5765000004], [484647.2659999998, 1100566.0362999998], [484648.00629999954, 1100555.5932999998], [484622.3388, 1100553.7525999993], [484622.2087000003, 1100553.7425999995], [484619.5378999999, 1100553.5425000004], [484616.5270999996, 1100553.3323999997], [484612.7758999998, 1100553.0623000003], [484607.0937000001, 1100632.0555000007], [484642.3541000001, 1100634.5765000004]], [[484636.35259999987, 1100596.7252999991], [484635.97250000015, 1100602.5870999992], [484627.20990000013, 1100601.7868000008], [484627.5099999998, 1100596.1450999994], [484636.35259999987, 1100596.7252999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
253,260,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484584.3173000002, 1100588.8325999994], [484578.2355000004, 1100588.3925], [484574.77419999987, 1100636.2065999992], [484580.8559999997, 1100636.6066999994], [484584.3173000002, 1100588.8325999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
254,261,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484592.51970000006, 1100589.3828999996], [484586.70799999963, 1100588.9327000007], [484582.9866000004, 1100636.3566999994], [484589.05840000045, 1100636.8868000004], [484592.51970000006, 1100589.3828999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
255,262,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484946.3839999996, 1100609.0310999993], [484946.6741000004, 1100605.1198999994], [484947.9645999996, 1100587.5347000007], [484949.31510000024, 1100569.1093000006], [484928.9890999999, 1100567.6286999993], [484926.3781000003, 1100602.1188999992], [484926.1179999998, 1100605.4598999992], [484925.58779999986, 1100612.5519999992], [484927.2383000003, 1100612.6520000007], [484925.4176000003, 1100638.0295000002], [484944.16309999954, 1100639.3699999992], [484946.0537999999, 1100613.5624000002], [484946.3839999996, 1100609.0310999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
256,263,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484658.82909999974, 1100618.1317999996], [484656.46839999966, 1100617.9616999999], [484654.5577999996, 1100617.831700001], [484652.0970999999, 1100617.6615999993], [484651.80700000003, 1100617.6415999997], [484651.72699999996, 1100618.5219], [484648.0859000003, 1100618.3817999996], [484646.67540000007, 1100637.1073000003], [484651.33669999987, 1100640.7983999997], [484652.17700000014, 1100639.6480999999], [484653.9874999998, 1100641.0785000008], [484654.6076999996, 1100641.1284999996], [484655.0678000003, 1100640.3982999995], [484661.3596999999, 1100640.7485000007], [484662.9303000001, 1100619.4022000004], [484659.1392000001, 1100619.052100001], [484659.17920000013, 1100618.1517999992], [484658.82909999974, 1100618.1317999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
257,264,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[485029.68879999965, 1100575.0416], [485009.3328, 1100573.5209999997], [485006.7917999998, 1100607.9411999993], [485006.47169999965, 1100612.2623999994], [485006.0214999998, 1100618.2841999996], [485007.73199999984, 1100618.3641999997], [485005.9212999996, 1100643.831700001], [485024.54679999966, 1100645.1922999993], [485026.9779000003, 1100612.022500001], [485029.68879999965, 1100575.0416]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
258,265,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484604.9737, 1100544.7698], [484602.44299999997, 1100544.4496999998], [484595.39020000026, 1100645.6995], [484601.6919999998, 1100646.1697000004], [484608.8147999998, 1100547.2404999994], [484608.9649, 1100545.2799999993], [484604.9737, 1100544.7698]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
259,266,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484565.6913999999, 1100643.8988000005], [484564.80119999964, 1100643.8387000002], [484564.54110000003, 1100649.8904999997], [484595.29009999987, 1100651.7412999999], [484595.51020000037, 1100645.9096000008], [484565.6913999999, 1100643.8988000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
260,267,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484682.8361999998, 1100620.2826000005], [484677.11450000014, 1100619.8523999993], [484673.88350000046, 1100619.6022999994], [484664.9508999996, 1100618.9221], [484662.37990000006, 1100654.4024999999], [484680.1051000003, 1100655.6830000002], [484680.17509999964, 1100655.693], [484680.90529999975, 1100655.7430000007], [484683.4763000002, 1100620.3325999994], [484682.8361999998, 1100620.2826000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
261,268,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484715.5554999998, 1100665.5661999993], [484715.05539999995, 1100665.5661999993], [484714.57519999985, 1100665.6962000001], [484714.1350999996, 1100665.9363000002], [484713.7750000004, 1100666.2863999996], [484713.51489999983, 1100666.7064999994], [484713.37480000034, 1100667.1865999997], [484713.3448000001, 1100667.6767999995], [484713.45490000024, 1100668.1668999996], [484713.6749, 1100668.6171000004], [484713.9950000001, 1100668.9971999992], [484714.41509999987, 1100669.2773000002], [484714.8753000004, 1100669.4473], [484715.37540000025, 1100669.4872999992], [484716.2156999996, 1100669.2673000004], [484716.6257999996, 1100668.9871999994], [484716.9559000004, 1100668.6071000006], [484717.176, 1100668.1568999998], [484717.2759999996, 1100667.6767999995], [484717.25600000005, 1100667.1766999997], [484717.10589999985, 1100666.6964999996], [484716.8359000003, 1100666.2763999999], [484716.47580000013, 1100665.9363000002], [484716.03560000006, 1100665.6862000003], [484715.5554999998, 1100665.5661999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
262,269,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484709.81379999965, 1100661.6349999998], [484699.32070000004, 1100660.8947], [484698.5404000003, 1100671.9178999998], [484709.0434999997, 1100672.6581999995], [484709.81379999965, 1100661.6349999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
263,270,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484888.8565999996, 1100664.0669], [484888.57650000043, 1100667.9980999995], [484890.09700000007, 1100668.0581], [484889.7768000001, 1100672.3494000006], [484889.7067999998, 1100673.3496000003], [484900.2899000002, 1100674.1500000004], [484901.6503999997, 1100656.5548], [484890.98730000015, 1100655.7744999994], [484890.8872999996, 1100657.0949000008], [484890.3470999999, 1100664.1469], [484888.8565999996, 1100664.0669]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
264,271,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484969.6403999999, 1100669.8391999993], [484969.3702999996, 1100673.8003000002], [484970.81070000026, 1100673.8603000008], [484970.54059999995, 1100677.4013999999], [484970.4605999999, 1100678.4916999992], [484980.9737, 1100679.2520000003], [484982.40419999976, 1100661.6767999995], [484971.7411000002, 1100660.9265], [484971.65110000037, 1100662.0768999998], [484971.0508000003, 1100669.9091999996], [484969.6403999999, 1100669.8391999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
265,272,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484763.4696000004, 1100665.8366], [484721.71729999967, 1100662.7354000006], [484720.09669999965, 1100684.7419000007], [484744.54389999993, 1100686.4425000008], [484749.56539999973, 1100686.7927], [484761.7790000001, 1100687.6530000009], [484763.4696000004, 1100665.8366]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
266,273,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484652.4167999998, 1100681.0303000007], [484652.5067999996, 1100681.0403000005], [484651.9966000002, 1100687.3621999994], [484657.31819999963, 1100687.6623], [484657.5982999997, 1100681.0102999993], [484652.4567999998, 1100680.6701999996], [484652.4167999998, 1100681.0303000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
267,274,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484708.30319999997, 1100691.8238999993], [484708.59329999983, 1100683.2512999997], [484698.2503000004, 1100682.4710000008], [484697.40020000003, 1100693.0519999992], [484708.16309999954, 1100693.8444999997], [484708.30319999997, 1100691.8238999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
268,275,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484888.57650000043, 1100667.9980999995], [484888.8565999996, 1100664.0669], [484889.37679999974, 1100656.9847999997], [484891.49760000035, 1100628.1162999999], [484871.3217000002, 1100626.5956999995], [484868.7006999999, 1100661.1159000006], [484868.3706, 1100665.5771999992], [484867.9204000002, 1100671.4689000007], [484869.4709000001, 1100671.5089999996], [484867.5800999999, 1100697.0065000001], [484875.1623999998, 1100697.5366999991], [484877.3629999999, 1100697.6866999995], [484886.34559999965, 1100698.3169999998], [484888.2564000003, 1100672.259299999], [484888.57650000043, 1100667.9980999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
269,276,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484708.16309999954, 1100693.8444999997], [484697.40020000003, 1100693.0519999992], [484694.16899999976, 1100692.8140999991], [484688.28729999997, 1100692.3838999998], [484680.4349999996, 1100691.8037], [484677.45409999974, 1100691.5835999995], [484673.2028000001, 1100691.2734999992], [484673.16280000005, 1100691.2634999994], [484673.1327999998, 1100691.6535999998], [484672.82270000037, 1100696.4350000005], [484687.7670999998, 1100697.635399999], [484693.7187999999, 1100698.1155999992], [484707.77300000004, 1100699.2359999996], [484708.16309999954, 1100693.8444999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
270,277,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484672.82270000037, 1100696.4350000005], [484673.1327999998, 1100691.6535999998], [484672.02249999996, 1100691.5635000002], [484671.39219999965, 1100700.3561000004], [484672.5725999996, 1100700.4362000003], [484672.82270000037, 1100696.4350000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
271,278,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484813.4341000002, 1100702.0275999997], [484815.4149000002, 1100675.1396999992], [484815.7450000001, 1100670.7183999997], [484815.8551000003, 1100669.2279000003], [484816.1651999997, 1100664.956700001], [484818.0959000001, 1100638.7689999994], [484809.2433000002, 1100638.1587000005], [484805.81230000034, 1100637.9186000004], [484799.52049999963, 1100637.488500001], [484798.2999999998, 1100654.1434000004], [484797.8398000002, 1100660.4052000009], [484794.90869999956, 1100700.3369999994], [484794.84860000014, 1100701.1371999998], [484813.39410000015, 1100702.5577000007], [484813.4341000002, 1100702.0275999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
272,279,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484969.3702999996, 1100673.8003000002], [484969.6403999999, 1100669.8391999993], [484970.1906000003, 1100661.946799999], [484972.15139999986, 1100633.9485999998], [484952.01549999975, 1100632.4480000008], [484949.5044999998, 1100666.768100001], [484949.1743999999, 1100671.2794000003], [484948.73419999983, 1100677.3511999995], [484950.3547, 1100677.4513000008], [484948.5839999998, 1100702.7687], [484967.2494999999, 1100704.1293000001], [484969.1201999998, 1100677.2913000006], [484969.3702999996, 1100673.8003000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
